序号,正文,情感属性,情感分值
11882,王部怎么看?,中性,0.499977499
11883,回复@牛哥很不牛:民主同意，渐进式的比较好，以现在的素质跟发展，十几亿人内有拉帮结派，有一点事各个利益团伙上街，不满处理就占领各个机关，素质跟法治跟上，不会动乱，民主才有希望//回复@采菊见南山:民主 有选票不好么？,中性,0.339478926
11884,外交不能战狼，应是灭火。,中性,0.476817679
11885,回复@凯哥从小就皮:对，美国人民迟早会识破蓬佩奥这个野心家的画皮，把他打倒在地，踏上一万只脚，叫他永世不得翻身。//回复@文明在哪里呀文明在哪里:首先，蓬佩奥的泼皮无赖更多是出于他的政治理念，是在“为自己更大政治野心铺路，宣泄自己的政治愤懑”，而不是真正“为美国人民服务”。其次，把对华外交搞搞僵也并不符合美国长远利益,负面,0.089625971
11886,干特务的搞外交，做买卖的当总统，不搞乱才怪!,负面,0.042471749
11887,回复@蛋蛋代表:最喜欢看老胡的视频了，尤其是老胡故意表现出那种夸张的语气[嘻嘻]//我赞同,中性,0.649686426
11888,彭博奥团结在以特朗普为领导核心的团队中，没毛病！要是按你说的，有可能会被以“两面人”处理,中性,0.4998679
11889,美国务卿可是前中情局长。。。 北京大学党委书记可是干过首都国安局一把手的。。。,中性,0.446705179
11890,这是美国国家未来命运发展不自信的必然走向~//@凯哥从小就皮:首先，蓬佩奥的泼皮无赖更多是出于他的政治理念，是在“为自己更大政治野心铺路，宣泄自己的政治愤懑”，而不是真正“为美国人民服务”。其次，把对华外交搞搞僵也并不符合美国长远利益//@文明在哪里呀文明在哪里:对外关系是鹰牌还是鸽派,负面,0.232997897
11891,回复@文明在哪里呀文明在哪里:盘他丫的！//对外关系是鹰牌还是鸽派，取决于国家利益。美国人为了自己的国家利益各种泼皮无赖，也正常。对付他的办法就是，抽他丫的！,负面,0.004030254
11892,回复@文明在哪里呀文明在哪里:对头，过几天G20上抽他丫的//对外关系是鹰牌还是鸽派，取决于国家利益。美国人为了自己的国家利益各种泼皮无赖，也正常。对付他的办法就是，抽他丫的！,负面,0.005399047
11893,有时候感觉  胡老师说的一些话 有点肯定啊,中性,0.500240552
11894,说得好，记下来，以后引用,中性,0.517079968
11895,太多人吃饱了,中性,0.495345883
11896,回复@牛哥很不牛:滚去睡！！！！[怒骂][怒骂][怒骂]//回复@listening7:我意思是 民主的制度下，选个看仓库的是对自己和后代不负责。,负面,0.010377006
11897,回复@牛哥很不牛:睡吧啊，熬夜真脱发[允悲]//回复@listening7:……美国人身处其中，对于自身的处境和前途命运是最清楚也最有发言权的。看他能否连任就是了。,中性,0.499678571
11898,回复@牛哥很不牛:诶，我也是，哪那么多废话，快睡吧快睡吧，熬夜脱发//回复@listening7:如果把自己和后代的前途命运不当回事就是会像你说的那样做。,中性,0.346321895
11899,回复@牛哥很不牛:不是你提的，民主，有选票不好么？难道是我理解有误？//回复@listening7:如果把自己和后代的前途命运不当回事就是会像你说的那样做。,中性,0.428137062
11900,回复@笑看风云666233:因为像你这样的美狗越来越多的像故，用不着他们了。//老胡啊，美国议员中曾经是有熊猫派的，就是对华友好人士，但是熊猫派现在越来越少或者不在发声了，为什么呢？你反思过吗@胡锡进,负面,0.224710236
11901,回复@牛哥很不牛:所以咯，民主选出了川普这样连看仓库的大叔都不如的[挖鼻]//回复@listening7:哪个民主国家选过看仓库的领导？,中性,0.498748546
11902,我国的外交官不是以强硬为荣吗？,中性,0.729985863
11903,回复@文明在哪里呀文明在哪里:老胡骂国外嘴像个机关枪，国内发生些气愤事情那个说话圆润的像个涂满润滑油的巴//对外关系是鹰牌还是鸽派，取决于国家利益。美国人为了自己的国家利益各种泼皮无赖，也正常。对付他的办法就是，抽他丫的！,负面,0.001324178
11904,还是那句话，为了利益美国什么都做得出来，对美国有任何幻想的都将死无葬身之地,负面,0.019229246
11905,回复@深圳·静:明天百度一下，先熟悉下歌词！//回复@烟雨醉湘西:如果哪一天让老胡唱《今夜无人入睡》估计他那几百万粉丝都《无心睡眠》。是吧，老胡？@胡锡进,中性,0.493602971
11906,回复@牛哥很不牛:民主的选票嘛，人人都有资格，这不就是民主的香甜气息吗[吃瓜]//回复@listening7:干嘛要选个看仓库的当领导,中性,0.363929425
11907,回复@wly文集:请你把中国人不能有选票这个命题，认真的、审慎的证明一下。//回复@牛哥很不牛:如果中国人一人一票，明天蔡徐坤就上去，选票就是资本哄骗群众的幌子，这年头还有人信，阿富汗叙利亚伊拉克获得了美国了带给他们的民主了，真是好,负面,0.017816401
11908,游走各国的苏秦所凭的抗秦依据，无非是各种猜想，古代还给找证据？郭嘉，法正，诸葛亮岂不是全得失业，叫律师来就行了。张仪为了实现在现代人看来，只不过是欺骗了几个国力衰退后的弱智君主这样的轻松任务，逻辑上则有很大可能扮演过“在今天看来，比鸽派还要鸽派的角色”。,中性,0.446215848
11909,回复@牛哥很不牛:要不选个看仓库的领导一下国家，看看是什么走向//回复@采菊见南山:民主 有选票不好么？,中性,0.417266302
11910,反感蓬佩奥拿朝鲜举例干嘛？实在没有其它国家同样讨厌蓬佩奥了吗？[挖鼻]呵呵,负面,0.014521765
11911,微博界最后一片净土,中性,0.502701686
11912,那些爱舔美国臭脚丫子的人，小心别让脚臭粘住你的喉头，请注意卫生。谢谢~,中性,0.447802544
11913,回复@小奥马哈:今后如何处理与中国的关系是关乎两国甚至世界命运的战略抉择，直到如今华盛顿也不能明确回答这一问题。当今的美国总统和政府能力有限，无法也不敢做出明确的选择，因此华盛顿也很矛盾，只能走走看看。//我们做好自己是关键，用事实说话。但也要更加坚决反击，关键时刻一招治疼对方，中国不容诋毁,中性,0.499905173
11914,他代表的是谁的意思？川普动不动就炒人鱿鱼，唯独这一位的时间看起来还蛮长,负面,0.150334103
11915,今后如何处理与中国的关系是关乎两国甚至世界命运的战略抉择，直到如今华盛顿也不能明确回答这一问题。当今的美国总统和政府能力有限，无法也不敢做出明确的选择，因此华盛顿也很矛盾，只能走走看看。@胡锡进,中性,0.499292375
11916,回复@wly文集:扯尼玛蛋！美国就没有明星？//回复@牛哥很不牛:如果中国人一人一票，明天蔡徐坤就上去，选票就是资本哄骗群众的幌子，这年头还有人信，阿富汗叙利亚伊拉克获得了美国了带给他们的民主了，真是好,负面,0.005338607
11917,回复@梦娇花女:今后如何处理与中国的关系是关乎两国甚至世界命运的战略抉择，直到如今华盛顿也不能明确回答这一问题。当今的美国总统和政府能力有限，无法也不敢做出明确的选择，因此华盛顿也很矛盾，只能走走看看。//回复@小奥马哈:无论肿么看，美帝高层如今的对华态度都搞得鹰派不像鹰派，鸽派不像鸽派的…… 塔玛德“共融”了，唉！……,中性,0.456433745
11918,美政府现在一群希特勒当政,中性,0.487813099
11919,老胡是鹰…不，鹰犬派…,中性,0.49745974
11920,总把目光对着外面，自己家的事，闭口不言,中性,0.467441506
11921,回复@無克無极:别说了，比狠应该禁止福特上路，波音起飞，禁止中国人使用微软 安卓 iOS。所有只要美国生产的药中国人都不能喝，美国生产的医疗器械中国人都不用，这已经够狠了吧，一天天光说屁话 你先带头啊！//回复@文明在哪里呀文明在哪里:降级大使馆，把美驻华大使馆微博封掉，取消美驻中领事馆，尤其美驻港领事馆。出台不受欢迎美国名单，在各大国际政治问题矛盾上针锋相对，在南海，台海要直接全面出击，摆出全面对抗开战势态，美帝极右派本质属性很孬种，就怕比它更狠的，中国有句老话，恶狗服蛮棍。,负面,0.002518654
11922,蓬佩奥更有“毁中强迫症”，他该看心理医生了。,负面,0.21832541
11923,回复@念留白go:你问出了我想问的//悄悄的问一句 华春莹呢？,中性,0.501149792
11924,蓬佩奥：反 华是工作，使用是生活。[允悲][笑而不语],中性,0.493734564
11925,刚看了第一句，以为是评价咱们天朝外交部呢,中性,0.499554733
11926,他还没有你激进，怕他个毛，直接怼他，要不你跟他也来个电视辩论得了。,负面,0.051798516
11927,回复@湘中第二精神病院主任医师:优势在于韭菜多//我们有体质优势，有的是底气，怕个吊,中性,0.490419909
11928,香港怎么闹得那么凶，老胡,负面,0.005035329
11929,回复@Aaronote1:自生自灭，等它们闹够了，闹穷了，连饭都吃饱的时候再扔几块骨头给它们啃，到时会像条狗一样跟着的[偷笑]//香港怎么办,负面,0.122499287
11930,回复@洋子包装设计:你也可以把你的二奶送到美国啊，笨蛋。//回复@采菊见南山:顶层官员财产二奶私生子都在美国，还你妈不知趣的瞎叫！,负面,0.000513493
11931,面壁人蓬佩奥，我是你的破壁人,中性,0.499929534
11932,我记得老胡在之前有一期节目里说美国务卿在一定程度上能制约或者说影响总统，现在看来，比总统还猛,中性,0.498880758
11933,奥奥，就是秋后的蚂蚱，蹦跶不了多久,中性,0.499414477
11934,看过的一些你的文章。很理性。,中性,0.497755988
11935,你这是干涉内政啊。人家怎么搞外交还需要你来指挥嘛？,负面,0.001258888
11936,他就是一啥比,中性,0.455234084
11937,蓬建华同志辛苦了，折腾完了别忘了领盒饭[doge][doge][doge],中性,0.665169686
11938,蓬配奥不会当美国国务卿，胡锡进你去当吧！,中性,0.497344984
11939,他们到底干嘛了,负面,0.233853173
11940,回复@津城罁仔:说了哪些假话？可以举例吗？//回复@可爱迷人优雅美丽善良优秀的仙女:环球时报先从努力说真话做起吧,中性,0.499983786
11941,外交就是实力为说话，实力多强空间就有多大,中性,0.502398684
11942,回复@WOSHIWO51096:老胡也身不由己，很多话不能说。//老胡外国的外交官那么了解，麻烦说下咱自己的迎春花姐姐哪去了？,中性,0.499232053
